2025-10-10 22:05:53.518 [main] INFO  com.irctc_backend.irctc.IrctcApplication - 🚀 Starting IRCTC Backend Application...
2025-10-10 22:05:53.703 [restartedMain] INFO  com.irctc_backend.irctc.IrctcApplication - 🚀 Starting IRCTC Backend Application...
2025-10-10 22:05:53.879 [restartedMain] INFO  com.irctc_backend.irctc.IrctcApplication - Starting IrctcApplication using Java 21.0.6 with PID 89001 (/Users/tariyalji/Downloads/irctc/target/classes started by tariyalji in /Users/tariyalji/Downloads/irctc)
2025-10-10 22:05:53.884 [restartedMain] INFO  com.irctc_backend.irctc.IrctcApplication - The following 1 profile is active: "dev"
2025-10-10 22:05:53.902 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2025-10-10 22:05:53.903 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2025-10-10 22:05:54.454 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-10-10 22:05:54.455 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data JDBC repositories in DEFAULT mode.
2025-10-10 22:05:54.470 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport - Spring Data JDBC - Could not safely identify store assignment for repository candidate interface com.irctc_backend.irctc.repository.BookingRepository; If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
2025-10-10 22:05:54.471 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport - Spring Data JDBC - Could not safely identify store assignment for repository candidate interface com.irctc_backend.irctc.repository.CoachRepository; If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
2025-10-10 22:05:54.471 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport - Spring Data JDBC - Could not safely identify store assignment for repository candidate interface com.irctc_backend.irctc.repository.PassengerRepository; If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
2025-10-10 22:05:54.472 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport - Spring Data JDBC - Could not safely identify store assignment for repository candidate interface com.irctc_backend.irctc.repository.SeatRepository; If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
2025-10-10 22:05:54.472 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport - Spring Data JDBC - Could not safely identify store assignment for repository candidate interface com.irctc_backend.irctc.repository.StationRepository; If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
2025-10-10 22:05:54.473 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport - Spring Data JDBC - Could not safely identify store assignment for repository candidate interface com.irctc_backend.irctc.repository.TrainRepository; If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
2025-10-10 22:05:54.473 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport - Spring Data JDBC - Could not safely identify store assignment for repository candidate interface com.irctc_backend.irctc.repository.UserRepository; If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
2025-10-10 22:05:54.474 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 16 ms. Found 0 JDBC repository interfaces.
2025-10-10 22:05:54.478 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-10-10 22:05:54.479 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-10-10 22:05:54.535 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 54 ms. Found 7 JPA repository interfaces.
2025-10-10 22:05:54.654 [restartedMain] INFO  org.springframework.cloud.context.scope.GenericScope - BeanFactory id=39cbaa23-bff1-3546-831d-d69e1ee8cb5e
2025-10-10 22:05:55.039 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 8082 (http)
2025-10-10 22:05:55.048 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8082"]
2025-10-10 22:05:55.048 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [Connector["http-nio-8082"]] to [INITIALIZED]
2025-10-10 22:05:55.048 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [StandardService[Tomcat]] to [INITIALIZED]
2025-10-10 22:05:55.048 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [StandardServer[-1]] to [INITIALIZED]
2025-10-10 22:05:55.048 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [StandardServer[-1]] to [STARTING_PREP]
2025-10-10 22:05:55.048 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [StandardServer[-1]] to [STARTING]
2025-10-10 22:05:55.049 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [org.apache.catalina.deploy.NamingResourcesImpl@4ec390e6] to [STARTING_PREP]
2025-10-10 22:05:55.049 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [org.apache.catalina.deploy.NamingResourcesImpl@4ec390e6] to [STARTING]
2025-10-10 22:05:55.049 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [org.apache.catalina.deploy.NamingResourcesImpl@4ec390e6] to [STARTED]
2025-10-10 22:05:55.049 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [StandardService[Tomcat]] to [STARTING_PREP]
2025-10-10 22:05:55.049 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-10-10 22:05:55.050 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [StandardService[Tomcat]] to [STARTING]
2025-10-10 22:05:55.050 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [StandardEngine[Tomcat]] to [STARTING_PREP]
2025-10-10 22:05:55.050 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.43]
2025-10-10 22:05:55.050 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [SimpleRealm[StandardEngine[Tomcat]]] to [INITIALIZING]
2025-10-10 22:05:55.051 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [SimpleRealm[StandardEngine[Tomcat]]] to [INITIALIZED]
2025-10-10 22:05:55.051 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [SimpleRealm[StandardEngine[Tomcat]]] to [STARTING_PREP]
2025-10-10 22:05:55.051 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [SimpleRealm[StandardEngine[Tomcat]]] to [STARTING]
2025-10-10 22:05:55.051 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [SimpleRealm[StandardEngine[Tomcat]]] to [STARTED]
2025-10-10 22:05:55.051 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [StandardEngine[Tomcat].StandardHost[localhost]] to [INITIALIZING]
2025-10-10 22:05:55.051 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [StandardEngine[Tomcat].StandardHost[localhost]] to [INITIALIZED]
2025-10-10 22:05:55.051 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [StandardEngine[Tomcat].StandardHost[localhost]] to [STARTING_PREP]
2025-10-10 22:05:55.052 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [StandardEngine[Tomcat].StandardHost[localhost].TomcatEmbeddedContext[]] to [INITIALIZING]
2025-10-10 22:05:55.061 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [StandardEngine[Tomcat].StandardHost[localhost].TomcatEmbeddedContext[]] to [INITIALIZED]
2025-10-10 22:05:55.061 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [StandardEngine[Tomcat].StandardHost[localhost].TomcatEmbeddedContext[]] to [STARTING_PREP]
2025-10-10 22:05:55.064 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [org.apache.catalina.webresources.StandardRoot@14ef7bf9] to [INITIALIZING]
2025-10-10 22:05:55.065 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [org.apache.catalina.webresources.JarResourceSet@2bd1c9f2] to [INITIALIZING]
2025-10-10 22:05:55.066 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [org.apache.catalina.webresources.JarResourceSet@2bd1c9f2] to [INITIALIZED]
2025-10-10 22:05:55.066 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [org.apache.catalina.webresources.StandardRoot@14ef7bf9] to [INITIALIZED]
2025-10-10 22:05:55.066 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [org.apache.catalina.webresources.StandardRoot@14ef7bf9] to [STARTING_PREP]
2025-10-10 22:05:55.067 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [org.apache.catalina.webresources.DirResourceSet@630544ae] to [INITIALIZING]
2025-10-10 22:05:55.067 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [org.apache.catalina.webresources.DirResourceSet@630544ae] to [INITIALIZED]
2025-10-10 22:05:55.067 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [org.apache.catalina.webresources.DirResourceSet@630544ae] to [STARTING_PREP]
2025-10-10 22:05:55.067 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [org.apache.catalina.webresources.DirResourceSet@630544ae] to [STARTING]
2025-10-10 22:05:55.067 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [org.apache.catalina.webresources.DirResourceSet@630544ae] to [STARTED]
2025-10-10 22:05:55.067 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [org.apache.catalina.webresources.JarResourceSet@2bd1c9f2] to [STARTING_PREP]
2025-10-10 22:05:55.067 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [org.apache.catalina.webresources.JarResourceSet@2bd1c9f2] to [STARTING]
2025-10-10 22:05:55.068 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [org.apache.catalina.webresources.JarResourceSet@2bd1c9f2] to [STARTED]
2025-10-10 22:05:55.068 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [org.apache.catalina.webresources.StandardRoot@14ef7bf9] to [STARTING]
2025-10-10 22:05:55.068 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [org.apache.catalina.webresources.StandardRoot@14ef7bf9] to [STARTED]
2025-10-10 22:05:55.068 [restartedMain] DEBUG org.apache.catalina.util.LifecycleBase - Setting state for [WebappLoader[StandardEngine[Tomcat].StandardHost[localhost].TomcatEmbeddedContext[]]] to [INITIALIZING]
